level,puzzle_id,clues,logical_steps,hardest_technique,nakedSingle,hiddenSingle,lockedCandidates,nakedPair,hiddenPair,nakedTriple,skyscraper,xWing,swordfish
beginner,951,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,952,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,953,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,954,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,955,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,956,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,957,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,958,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,959,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,960,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,961,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,962,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,963,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,964,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,965,38,43,hiddenSingle,41,2,0,0,0,0,0,0,0
beginner,966,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,967,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,968,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,969,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,970,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,971,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,972,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,973,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,974,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,975,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,976,38,43,hiddenSingle,40,3,0,0,0,0,0,0,0
beginner,977,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,978,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,979,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,980,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,981,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,982,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,983,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,984,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,985,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,986,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,987,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,988,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,989,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,990,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,991,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,992,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,993,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,994,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,995,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,996,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,997,39,42,nakedSingle,42,0,0,0,0,0,0,0,0
beginner,998,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,999,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
beginner,1000,38,43,nakedSingle,43,0,0,0,0,0,0,0,0
intermediate,1,32,50,lockedCandidates,31,18,1,0,0,0,0,0,0
intermediate,2,32,52,lockedCandidates,41,8,3,0,0,0,0,0,0
intermediate,3,31,51,lockedCandidates,46,4,1,0,0,0,0,0,0
intermediate,4,31,51,lockedCandidates,39,11,1,0,0,0,0,0,0
intermediate,5,32,51,lockedCandidates,39,10,2,0,0,0,0,0,0
intermediate,6,31,54,lockedCandidates,32,18,4,0,0,0,0,0,0
intermediate,7,31,53,lockedCandidates,43,7,3,0,0,0,0,0,0
intermediate,8,32,51,lockedCandidates,38,11,2,0,0,0,0,0,0
intermediate,9,32,51,lockedCandidates,38,11,2,0,0,0,0,0,0
intermediate,10,32,52,lockedCandidates,37,12,3,0,0,0,0,0,0
intermediate,11,31,51,lockedCandidates,39,11,1,0,0,0,0,0,0
intermediate,12,31,51,lockedCandidates,39,11,1,0,0,0,0,0,0
intermediate,13,31,54,lockedCandidates,43,7,4,0,0,0,0,0,0
intermediate,14,31,51,lockedCandidates,42,8,1,0,0,0,0,0,0
intermediate,15,32,53,lockedCandidates,45,4,4,0,0,0,0,0,0
intermediate,16,32,51,lockedCandidates,36,13,2,0,0,0,0,0,0
intermediate,17,32,51,lockedCandidates,32,17,2,0,0,0,0,0,0
intermediate,18,31,52,lockedCandidates,41,9,2,0,0,0,0,0,0
intermediate,19,31,52,lockedCandidates,35,15,2,0,0,0,0,0,0
intermediate,20,31,52,lockedCandidates,41,9,2,0,0,0,0,0,0
intermediate,21,31,54,lockedCandidates,40,10,4,0,0,0,0,0,0
intermediate,22,31,51,lockedCandidates,42,8,1,0,0,0,0,0,0
intermediate,23,32,50,lockedCandidates,43,6,1,0,0,0,0,0,0
intermediate,24,31,54,lockedCandidates,39,11,4,0,0,0,0,0,0
intermediate,25,32,50,lockedCandidates,39,10,1,0,0,0,0,0,0
intermediate,26,31,51,lockedCandidates,31,19,1,0,0,0,0,0,0
intermediate,27,32,50,lockedCandidates,38,11,1,0,0,0,0,0,0
intermediate,28,31,52,lockedCandidates,43,7,2,0,0,0,0,0,0
intermediate,29,32,52,lockedCandidates,38,11,3,0,0,0,0,0,0
intermediate,30,31,51,lockedCandidates,44,6,1,0,0,0,0,0,0
intermediate,31,32,50,lockedCandidates,39,10,1,0,0,0,0,0,0
intermediate,32,31,52,lockedCandidates,35,15,2,0,0,0,0,0,0
intermediate,33,31,51,lockedCandidates,46,4,1,0,0,0,0,0,0
intermediate,34,32,51,lockedCandidates,40,9,2,0,0,0,0,0,0
intermediate,35,31,51,lockedCandidates,38,12,1,0,0,0,0,0,0
intermediate,36,31,52,lockedCandidates,33,17,2,0,0,0,0,0,0
intermediate,37,32,54,lockedCandidates,37,12,5,0,0,0,0,0,0
intermediate,38,31,52,lockedCandidates,45,5,2,0,0,0,0,0,0
intermediate,39,31,51,lockedCandidates,43,7,1,0,0,0,0,0,0
intermediate,40,31,51,lockedCandidates,34,16,1,0,0,0,0,0,0
intermediate,41,31,53,lockedCandidates,32,18,3,0,0,0,0,0,0
intermediate,42,32,50,lockedCandidates,41,8,1,0,0,0,0,0,0
intermediate,43,31,53,lockedCandidates,41,9,3,0,0,0,0,0,0
intermediate,44,32,53,lockedCandidates,38,11,4,0,0,0,0,0,0
intermediate,45,31,52,lockedCandidates,39,11,2,0,0,0,0,0,0
intermediate,46,32,51,lockedCandidates,39,10,2,0,0,0,0,0,0
intermediate,47,31,58,lockedCandidates,34,16,8,0,0,0,0,0,0
intermediate,48,31,55,lockedCandidates,39,11,5,0,0,0,0,0,0
intermediate,49,32,55,lockedCandidates,35,14,6,0,0,0,0,0,0
intermediate,50,32,51,lockedCandidates,36,13,2,0,0,0,0,0,0
intermediate,51,32,51,lockedCandidates,36,13,2,0,0,0,0,0,0
intermediate,52,31,52,lockedCandidates,43,7,2,0,0,0,0,0,0
intermediate,53,32,50,lockedCandidates,43,6,1,0,0,0,0,0,0
intermediate,54,32,50,lockedCandidates,43,6,1,0,0,0,0,0,0
intermediate,55,31,51,lockedCandidates,31,19,1,0,0,0,0,0,0
intermediate,56,31,52,lockedCandidates,39,11,2,0,0,0,0,0,0
intermediate,57,32,50,lockedCandidates,36,13,1,0,0,0,0,0,0
intermediate,58,31,52,lockedCandidates,35,15,2,0,0,0,0,0,0
intermediate,59,32,52,lockedCandidates,38,11,3,0,0,0,0,0,0
intermediate,60,32,50,lockedCandidates,42,7,1,0,0,0,0,0,0
intermediate,61,32,50,lockedCandidates,47,2,1,0,0,0,0,0,0
intermediate,62,31,51,lockedCandidates,43,7,1,0,0,0,0,0,0
intermediate,63,32,51,lockedCandidates,39,10,2,0,0,0,0,0,0
intermediate,64,32,50,lockedCandidates,41,8,1,0,0,0,0,0,0
intermediate,65,32,50,lockedCandidates,38,11,1,0,0,0,0,0,0
intermediate,66,32,51,lockedCandidates,37,12,2,0,0,0,0,0,0
intermediate,67,32,53,lockedCandidates,35,14,4,0,0,0,0,0,0
intermediate,68,32,55,lockedCandidates,38,11,6,0,0,0,0,0,0
intermediate,69,31,52,lockedCandidates,35,15,2,0,0,0,0,0,0
intermediate,70,32,50,lockedCandidates,40,9,1,0,0,0,0,0,0
intermediate,71,32,53,lockedCandidates,43,6,4,0,0,0,0,0,0
intermediate,72,32,53,lockedCandidates,41,8,4,0,0,0,0,0,0
intermediate,73,31,52,lockedCandidates,37,13,2,0,0,0,0,0,0
intermediate,74,31,51,lockedCandidates,35,15,1,0,0,0,0,0,0
intermediate,75,31,51,lockedCandidates,33,17,1,0,0,0,0,0,0
intermediate,76,31,55,lockedCandidates,31,19,5,0,0,0,0,0,0
intermediate,77,31,52,lockedCandidates,38,12,2,0,0,0,0,0,0
intermediate,78,31,51,lockedCandidates,38,12,1,0,0,0,0,0,0
intermediate,79,32,50,lockedCandidates,32,17,1,0,0,0,0,0,0
intermediate,80,31,51,lockedCandidates,29,21,1,0,0,0,0,0,0
intermediate,81,31,51,lockedCandidates,34,16,1,0,0,0,0,0,0
intermediate,82,31,51,lockedCandidates,43,7,1,0,0,0,0,0,0
intermediate,83,32,51,lockedCandidates,42,7,2,0,0,0,0,0,0
intermediate,84,32,50,lockedCandidates,35,14,1,0,0,0,0,0,0
intermediate,85,31,51,lockedCandidates,40,10,1,0,0,0,0,0,0
intermediate,86,32,50,lockedCandidates,28,21,1,0,0,0,0,0,0
intermediate,87,32,50,lockedCandidates,30,19,1,0,0,0,0,0,0
intermediate,88,32,50,lockedCandidates,37,12,1,0,0,0,0,0,0
intermediate,89,32,50,lockedCandidates,30,19,1,0,0,0,0,0,0
intermediate,90,32,50,lockedCandidates,32,17,1,0,0,0,0,0,0
intermediate,91,31,51,lockedCandidates,30,20,1,0,0,0,0,0,0
intermediate,92,32,50,lockedCandidates,34,15,1,0,0,0,0,0,0
intermediate,93,31,54,lockedCandidates,39,11,4,0,0,0,0,0,0
intermediate,94,32,50,lockedCandidates,43,6,1,0,0,0,0,0,0
intermediate,95,32,52,lockedCandidates,37,12,3,0,0,0,0,0,0
intermediate,96,32,50,lockedCandidates,38,11,1,0,0,0,0,0,0
intermediate,97,32,50,lockedCandidates,31,18,1,0,0,0,0,0,0
intermediate,98,31,51,lockedCandidates,34,16,1,0,0,0,0,0,0
intermediate,99,31,59,lockedCandidates,45,5,9,0,0,0,0,0,0
intermediate,100,31,52,lockedCandidates,35,15,2,0,0,0,0,0,0
intermediate,101,32,53,lockedCandidates,41,8,4,0,0,0,0,0,0
intermediate,102,31,52,lockedCandidates,42,8,2,0,0,0,0,0,0
intermediate,103,32,53,lockedCandidates,37,12,4,0,0,0,0,0,0
intermediate,104,32,50,lockedCandidates,37,12,1,0,0,0,0,0,0
intermediate,105,32,52,lockedCandidates,44,5,3,0,0,0,0,0,0
intermediate,106,31,53,lockedCandidates,40,10,3,0,0,0,0,0,0
intermediate,107,31,51,lockedCandidates,32,18,1,0,0,0,0,0,0
intermediate,108,31,53,lockedCandidates,32,18,3,0,0,0,0,0,0
intermediate,109,31,51,lockedCandidates,38,12,1,0,0,0,0,0,0
intermediate,110,31,52,lockedCandidates,41,9,2,0,0,0,0,0,0
intermediate,111,32,50,lockedCandidates,37,12,1,0,0,0,0,0,0
intermediate,112,31,52,lockedCandidates,36,14,2,0,0,0,0,0,0
intermediate,113,32,50,lockedCandidates,39,10,1,0,0,0,0,0,0
intermediate,114,31,53,lockedCandidates,30,20,3,0,0,0,0,0,0
intermediate,115,31,55,lockedCandidates,41,9,5,0,0,0,0,0,0
intermediate,116,34,48,lockedCandidates,34,13,1,0,0,0,0,0,0
intermediate,117,31,55,lockedCandidates,43,7,5,0,0,0,0,0,0
intermediate,118,31,51,lockedCandidates,36,14,1,0,0,0,0,0,0
intermediate,119,32,50,lockedCandidates,37,12,1,0,0,0,0,0,0
intermediate,120,32,51,lockedCandidates,37,12,2,0,0,0,0,0,0
intermediate,121,31,51,lockedCandidates,30,20,1,0,0,0,0,0,0
intermediate,122,32,50,lockedCandidates,39,10,1,0,0,0,0,0,0
intermediate,123,31,52,lockedCandidates,44,6,2,0,0,0,0,0,0
intermediate,124,32,50,lockedCandidates,42,7,1,0,0,0,0,0,0
intermediate,125,31,53,lockedCandidates,37,13,3,0,0,0,0,0,0
intermediate,126,31,51,lockedCandidates,31,19,1,0,0,0,0,0,0
intermediate,127,31,53,lockedCandidates,35,15,3,0,0,0,0,0,0
intermediate,128,32,50,lockedCandidates,39,10,1,0,0,0,0,0,0
intermediate,129,31,54,lockedCandidates,38,12,4,0,0,0,0,0,0
intermediate,130,32,50,lockedCandidates,41,8,1,0,0,0,0,0,0
intermediate,131,32,50,lockedCandidates,37,12,1,0,0,0,0,0,0
intermediate,132,31,51,lockedCandidates,30,20,1,0,0,0,0,0,0
intermediate,133,32,50,lockedCandidates,37,12,1,0,0,0,0,0,0
intermediate,134,32,50,lockedCandidates,42,7,1,0,0,0,0,0,0
intermediate,135,32,51,lockedCandidates,37,12,2,0,0,0,0,0,0
intermediate,136,32,51,lockedCandidates,40,9,2,0,0,0,0,0,0
intermediate,137,32,50,lockedCandidates,39,10,1,0,0,0,0,0,0
intermediate,138,31,53,lockedCandidates,43,7,3,0,0,0,0,0,0
intermediate,139,31,51,lockedCandidates,41,9,1,0,0,0,0,0,0
intermediate,140,31,53,lockedCandidates,34,16,3,0,0,0,0,0,0
intermediate,141,32,50,lockedCandidates,39,10,1,0,0,0,0,0,0
intermediate,142,32,50,lockedCandidates,36,13,1,0,0,0,0,0,0
intermediate,143,32,51,lockedCandidates,42,7,2,0,0,0,0,0,0
intermediate,144,32,50,lockedCandidates,42,7,1,0,0,0,0,0,0
intermediate,145,32,53,lockedCandidates,41,8,4,0,0,0,0,0,0
intermediate,146,32,50,lockedCandidates,32,17,1,0,0,0,0,0,0
intermediate,147,31,51,lockedCandidates,37,13,1,0,0,0,0,0,0
intermediate,148,31,51,lockedCandidates,42,8,1,0,0,0,0,0,0
intermediate,149,31,51,lockedCandidates,35,15,1,0,0,0,0,0,0
intermediate,150,31,51,lockedCandidates,41,9,1,0,0,0,0,0,0
intermediate,151,32,52,lockedCandidates,33,16,3,0,0,0,0,0,0
intermediate,152,32,50,lockedCandidates,38,11,1,0,0,0,0,0,0
intermediate,153,31,52,lockedCandidates,42,8,2,0,0,0,0,0,0
intermediate,154,32,54,lockedCandidates,41,8,5,0,0,0,0,0,0
intermediate,155,32,50,lockedCandidates,37,12,1,0,0,0,0,0,0
intermediate,156,31,51,lockedCandidates,33,17,1,0,0,0,0,0,0
intermediate,157,31,51,lockedCandidates,34,16,1,0,0,0,0,0,0
intermediate,158,32,51,lockedCandidates,37,12,2,0,0,0,0,0,0
intermediate,159,31,54,lockedCandidates,40,10,4,0,0,0,0,0,0
intermediate,160,31,51,lockedCandidates,44,6,1,0,0,0,0,0,0
intermediate,161,32,53,lockedCandidates,43,6,4,0,0,0,0,0,0
intermediate,162,32,52,lockedCandidates,34,15,3,0,0,0,0,0,0
intermediate,163,31,51,lockedCandidates,39,11,1,0,0,0,0,0,0
intermediate,164,32,50,lockedCandidates,40,9,1,0,0,0,0,0,0
intermediate,165,31,51,lockedCandidates,42,8,1,0,0,0,0,0,0
intermediate,166,32,51,lockedCandidates,37,12,2,0,0,0,0,0,0
intermediate,167,32,50,lockedCandidates,29,20,1,0,0,0,0,0,0
intermediate,168,31,52,lockedCandidates,37,13,2,0,0,0,0,0,0
intermediate,169,32,51,lockedCandidates,41,8,2,0,0,0,0,0,0
intermediate,170,32,50,lockedCandidates,38,11,1,0,0,0,0,0,0
intermediate,171,31,51,lockedCandidates,41,9,1,0,0,0,0,0,0
intermediate,172,31,51,lockedCandidates,36,14,1,0,0,0,0,0,0
intermediate,173,31,51,lockedCandidates,43,7,1,0,0,0,0,0,0
intermediate,174,31,51,lockedCandidates,43,7,1,0,0,0,0,0,0
intermediate,175,32,50,lockedCandidates,39,10,1,0,0,0,0,0,0
intermediate,176,32,50,lockedCandidates,33,16,1,0,0,0,0,0,0
intermediate,177,32,50,lockedCandidates,37,12,1,0,0,0,0,0,0
intermediate,178,32,51,lockedCandidates,46,3,2,0,0,0,0,0,0
intermediate,179,31,51,lockedCandidates,31,19,1,0,0,0,0,0,0
intermediate,180,32,50,lockedCandidates,45,4,1,0,0,0,0,0,0
intermediate,181,31,51,lockedCandidates,47,3,1,0,0,0,0,0,0
intermediate,182,31,54,lockedCandidates,40,10,4,0,0,0,0,0,0
intermediate,183,32,50,lockedCandidates,42,7,1,0,0,0,0,0,0
intermediate,184,32,51,lockedCandidates,38,11,2,0,0,0,0,0,0
intermediate,185,32,52,lockedCandidates,38,11,3,0,0,0,0,0,0
intermediate,186,32,51,lockedCandidates,32,17,2,0,0,0,0,0,0
intermediate,187,32,52,lockedCandidates,39,10,3,0,0,0,0,0,0
intermediate,188,31,51,lockedCandidates,39,11,1,0,0,0,0,0,0
intermediate,189,31,52,lockedCandidates,46,4,2,0,0,0,0,0,0
intermediate,190,31,51,lockedCandidates,31,19,1,0,0,0,0,0,0
intermediate,191,32,50,lockedCandidates,39,10,1,0,0,0,0,0,0
intermediate,192,32,53,lockedCandidates,30,19,4,0,0,0,0,0,0
intermediate,193,32,50,lockedCandidates,41,8,1,0,0,0,0,0,0
intermediate,194,32,50,lockedCandidates,37,12,1,0,0,0,0,0,0
intermediate,195,31,54,lockedCandidates,35,15,4,0,0,0,0,0,0
intermediate,196,32,54,lockedCandidates,40,9,5,0,0,0,0,0,0
intermediate,197,31,51,lockedCandidates,43,7,1,0,0,0,0,0,0
intermediate,198,32,50,lockedCandidates,32,17,1,0,0,0,0,0,0
intermediate,199,31,53,lockedCandidates,44,6,3,0,0,0,0,0,0
intermediate,200,32,51,lockedCandidates,42,7,2,0,0,0,0,0,0
intermediate,201,32,51,lockedCandidates,40,9,2,0,0,0,0,0,0
intermediate,202,31,51,lockedCandidates,41,9,1,0,0,0,0,0,0
intermediate,203,32,50,lockedCandidates,42,7,1,0,0,0,0,0,0
intermediate,204,32,51,lockedCandidates,33,16,2,0,0,0,0,0,0
intermediate,205,32,50,lockedCandidates,42,7,1,0,0,0,0,0,0
intermediate,206,32,50,lockedCandidates,35,14,1,0,0,0,0,0,0
intermediate,207,31,53,lockedCandidates,40,10,3,0,0,0,0,0,0
intermediate,208,31,54,lockedCandidates,40,10,4,0,0,0,0,0,0
intermediate,209,31,51,lockedCandidates,38,12,1,0,0,0,0,0,0
intermediate,210,31,51,lockedCandidates,39,11,1,0,0,0,0,0,0
intermediate,211,32,50,lockedCandidates,36,13,1,0,0,0,0,0,0
intermediate,212,32,50,lockedCandidates,43,6,1,0,0,0,0,0,0
intermediate,213,32,50,lockedCandidates,40,9,1,0,0,0,0,0,0
intermediate,214,32,51,lockedCandidates,36,13,2,0,0,0,0,0,0
intermediate,215,32,50,lockedCandidates,36,13,1,0,0,0,0,0,0
intermediate,216,32,53,lockedCandidates,36,13,4,0,0,0,0,0,0
intermediate,217,31,52,lockedCandidates,40,10,2,0,0,0,0,0,0
intermediate,218,32,50,lockedCandidates,35,14,1,0,0,0,0,0,0
intermediate,219,31,53,lockedCandidates,43,7,3,0,0,0,0,0,0
intermediate,220,31,53,lockedCandidates,40,10,3,0,0,0,0,0,0
intermediate,221,31,52,lockedCandidates,41,9,2,0,0,0,0,0,0
intermediate,222,32,50,lockedCandidates,38,11,1,0,0,0,0,0,0
intermediate,223,31,52,lockedCandidates,47,3,2,0,0,0,0,0,0
intermediate,224,31,51,lockedCandidates,35,15,1,0,0,0,0,0,0
intermediate,225,32,53,lockedCandidates,38,11,4,0,0,0,0,0,0
intermediate,226,32,50,lockedCandidates,37,12,1,0,0,0,0,0,0
intermediate,227,31,52,lockedCandidates,33,17,2,0,0,0,0,0,0
intermediate,228,31,52,lockedCandidates,38,12,2,0,0,0,0,0,0
intermediate,229,32,53,lockedCandidates,45,4,4,0,0,0,0,0,0
intermediate,230,31,51,lockedCandidates,31,19,1,0,0,0,0,0,0
intermediate,231,32,51,lockedCandidates,36,13,2,0,0,0,0,0,0
intermediate,232,32,50,lockedCandidates,33,16,1,0,0,0,0,0,0
intermediate,233,32,53,lockedCandidates,43,6,4,0,0,0,0,0,0
intermediate,234,31,53,lockedCandidates,33,17,3,0,0,0,0,0,0
intermediate,235,32,50,lockedCandidates,44,5,1,0,0,0,0,0,0
intermediate,236,32,50,lockedCandidates,34,15,1,0,0,0,0,0,0
intermediate,237,32,51,lockedCandidates,34,15,2,0,0,0,0,0,0
intermediate,238,31,51,lockedCandidates,39,11,1,0,0,0,0,0,0
intermediate,239,31,51,lockedCandidates,41,9,1,0,0,0,0,0,0
intermediate,240,31,51,lockedCandidates,41,9,1,0,0,0,0,0,0
intermediate,241,31,52,lockedCandidates,39,11,2,0,0,0,0,0,0
intermediate,242,31,54,lockedCandidates,48,2,4,0,0,0,0,0,0
intermediate,243,32,50,lockedCandidates,34,15,1,0,0,0,0,0,0
intermediate,244,31,51,lockedCandidates,40,10,1,0,0,0,0,0,0
intermediate,245,32,50,lockedCandidates,43,6,1,0,0,0,0,0,0
intermediate,246,31,52,lockedCandidates,34,16,2,0,0,0,0,0,0
intermediate,247,31,52,lockedCandidates,42,8,2,0,0,0,0,0,0
intermediate,248,32,53,lockedCandidates,42,7,4,0,0,0,0,0,0
intermediate,249,32,50,lockedCandidates,40,9,1,0,0,0,0,0,0
intermediate,250,32,50,lockedCandidates,37,12,1,0,0,0,0,0,0
intermediate,251,32,52,lockedCandidates,36,13,3,0,0,0,0,0,0
intermediate,252,32,50,lockedCandidates,35,14,1,0,0,0,0,0,0
intermediate,253,31,51,lockedCandidates,35,15,1,0,0,0,0,0,0
intermediate,254,31,51,lockedCandidates,41,9,1,0,0,0,0,0,0
intermediate,255,32,50,lockedCandidates,38,11,1,0,0,0,0,0,0
intermediate,256,31,53,lockedCandidates,40,10,3,0,0,0,0,0,0
intermediate,257,32,50,lockedCandidates,33,16,1,0,0,0,0,0,0
intermediate,258,31,52,lockedCandidates,31,19,2,0,0,0,0,0,0
intermediate,259,32,50,lockedCandidates,40,9,1,0,0,0,0,0,0
intermediate,260,31,51,lockedCandidates,39,11,1,0,0,0,0,0,0
intermediate,261,32,50,lockedCandidates,35,14,1,0,0,0,0,0,0
intermediate,262,31,51,lockedCandidates,42,8,1,0,0,0,0,0,0
intermediate,263,32,51,lockedCandidates,37,12,2,0,0,0,0,0,0
intermediate,264,32,52,lockedCandidates,43,6,3,0,0,0,0,0,0
intermediate,265,31,51,lockedCandidates,38,12,1,0,0,0,0,0,0
intermediate,266,31,51,lockedCandidates,35,15,1,0,0,0,0,0,0
intermediate,267,32,50,lockedCandidates,39,10,1,0,0,0,0,0,0
intermediate,268,31,51,lockedCandidates,34,16,1,0,0,0,0,0,0
intermediate,269,31,52,lockedCandidates,40,10,2,0,0,0,0,0,0
intermediate,270,31,53,lockedCandidates,43,7,3,0,0,0,0,0,0
intermediate,271,31,55,lockedCandidates,36,14,5,0,0,0,0,0,0
intermediate,272,32,53,lockedCandidates,40,9,4,0,0,0,0,0,0
intermediate,273,32,52,lockedCandidates,41,8,3,0,0,0,0,0,0
intermediate,274,32,50,lockedCandidates,34,15,1,0,0,0,0,0,0
intermediate,275,32,50,lockedCandidates,43,6,1,0,0,0,0,0,0
intermediate,276,32,50,lockedCandidates,40,9,1,0,0,0,0,0,0
intermediate,277,32,52,lockedCandidates,35,14,3,0,0,0,0,0,0
intermediate,278,32,50,lockedCandidates,38,11,1,0,0,0,0,0,0
intermediate,279,32,51,lockedCandidates,29,20,2,0,0,0,0,0,0
intermediate,280,32,50,lockedCandidates,39,10,1,0,0,0,0,0,0
intermediate,281,31,53,lockedCandidates,39,11,3,0,0,0,0,0,0
intermediate,282,32,52,lockedCandidates,42,7,3,0,0,0,0,0,0
intermediate,283,32,51,lockedCandidates,38,11,2,0,0,0,0,0,0
intermediate,284,32,51,lockedCandidates,40,9,2,0,0,0,0,0,0
intermediate,285,31,55,lockedCandidates,40,10,5,0,0,0,0,0,0
intermediate,286,32,50,lockedCandidates,35,14,1,0,0,0,0,0,0
intermediate,287,32,50,lockedCandidates,45,4,1,0,0,0,0,0,0
intermediate,288,32,51,lockedCandidates,41,8,2,0,0,0,0,0,0
intermediate,289,32,50,lockedCandidates,35,14,1,0,0,0,0,0,0
intermediate,290,32,50,lockedCandidates,40,9,1,0,0,0,0,0,0
intermediate,291,31,52,lockedCandidates,41,9,2,0,0,0,0,0,0
intermediate,292,32,51,lockedCandidates,41,8,2,0,0,0,0,0,0
intermediate,293,32,51,lockedCandidates,39,10,2,0,0,0,0,0,0
intermediate,294,32,51,lockedCandidates,42,7,2,0,0,0,0,0,0
intermediate,295,32,50,lockedCandidates,46,3,1,0,0,0,0,0,0
intermediate,296,32,50,lockedCandidates,40,9,1,0,0,0,0,0,0
intermediate,297,32,51,lockedCandidates,39,10,2,0,0,0,0,0,0
intermediate,298,31,51,lockedCandidates,34,16,1,0,0,0,0,0,0
intermediate,299,32,50,lockedCandidates,37,12,1,0,0,0,0,0,0
intermediate,300,32,50,lockedCandidates,40,9,1,0,0,0,0,0,0
intermediate,301,31,52,lockedCandidates,37,13,2,0,0,0,0,0,0
intermediate,302,31,51,lockedCandidates,35,15,1,0,0,0,0,0,0
intermediate,303,32,50,lockedCandidates,45,4,1,0,0,0,0,0,0
intermediate,304,32,50,lockedCandidates,39,10,1,0,0,0,0,0,0
intermediate,305,31,55,lockedCandidates,41,9,5,0,0,0,0,0,0
intermediate,306,31,51,lockedCandidates,33,17,1,0,0,0,0,0,0
intermediate,307,32,51,lockedCandidates,38,11,2,0,0,0,0,0,0
intermediate,308,32,50,lockedCandidates,35,14,1,0,0,0,0,0,0
intermediate,309,31,51,lockedCandidates,42,8,1,0,0,0,0,0,0
intermediate,310,32,52,lockedCandidates,39,10,3,0,0,0,0,0,0
intermediate,311,31,51,lockedCandidates,35,15,1,0,0,0,0,0,0
intermediate,312,32,52,lockedCandidates,36,13,3,0,0,0,0,0,0
intermediate,313,31,51,lockedCandidates,42,8,1,0,0,0,0,0,0
intermediate,314,32,50,lockedCandidates,33,16,1,0,0,0,0,0,0
intermediate,315,31,53,lockedCandidates,45,5,3,0,0,0,0,0,0
intermediate,316,32,51,lockedCandidates,41,8,2,0,0,0,0,0,0
intermediate,317,32,52,lockedCandidates,32,17,3,0,0,0,0,0,0
intermediate,318,31,52,lockedCandidates,44,6,2,0,0,0,0,0,0
intermediate,319,32,50,lockedCandidates,35,14,1,0,0,0,0,0,0
intermediate,320,32,50,lockedCandidates,44,5,1,0,0,0,0,0,0
intermediate,321,32,50,lockedCandidates,36,13,1,0,0,0,0,0,0
intermediate,322,31,52,lockedCandidates,50,0,2,0,0,0,0,0,0
intermediate,323,32,51,lockedCandidates,46,3,2,0,0,0,0,0,0
intermediate,324,32,50,lockedCandidates,37,12,1,0,0,0,0,0,0
intermediate,325,32,52,lockedCandidates,36,13,3,0,0,0,0,0,0
intermediate,326,32,53,lockedCandidates,43,6,4,0,0,0,0,0,0
intermediate,327,31,51,lockedCandidates,41,9,1,0,0,0,0,0,0
intermediate,328,31,51,lockedCandidates,34,16,1,0,0,0,0,0,0
